NI;N;user_id;install_time;platform;country_region;city;gender;min_age_range;max_age_range;event_1;event_2;event_3;event_4;event_5;target_churn_indicator
19284;1;39cfd8e;06/07/2018 23:29;Android;Entre Ríos Province;Federal;male;18;20;14;14;0;1;4;1
19285;1;cade1eba;06/07/2018 2:55;Android;Buenos Aires;Florencio Varela;female;18;20;8;18;0;6;2;0
19286;1;3d59871e;30/06/2018 20:22;Android;Mendoza;Mendoza;female;18;20;16;19;1;6;4;1
19287;1;b007013d;03/07/2018 3:58;Android;Buenos Aires;Mariano Moreno;male;18;20;2;4;0;1;2;1
19288;1;569163d6;02/07/2018 17:04;Android;Santa Fe;San Cristobal;male;18;20;7;7;0;1;5;1
19289;1;d489cce4;07/07/2018 0:07;Android;NA;NA;male;18;20;40;20;1;12;5;0
19290;1;df1daa8e;01/07/2018 13:49;Android;Entre Rios;Villa Angelica;female;13;17;14;14;0;6;4;0
19291;1;7b299e23;02/07/2018 17:31;Android;Buenos Aires;Tortuguitas;male;13;17;3;2;0;1;0;1
19292;1;60ee8ed5;30/06/2018 12:44;Android;Formosa;Formosa;female;13;17;2;11;0;6;1;1
19293;1;bde0d97;03/07/2018 18:08;Android;Buenos Aires;Lomas del Mirador;male;13;17;2;3;0;4;4;0
19294;1;5906ee1a;06/07/2018 5:50;Android;Jujuy;Palpala;female;18;20;25;23;1;4;5;0
19295;1;c03fa596;05/07/2018 22:33;Android;Buenos Aires;Villa Ballester;male;18;20;8;8;0;2;0;0
19296;1;3b15113e;02/07/2018 0:01;Android;Buenos Aires;Tigre;male;18;20;5;3;0;2;5;1
19297;1;eb470cef;03/07/2018 22:44;Android;Formosa;Clorinda;male;18;20;12;10;0;4;4;1
19298;1;877fe1fe;04/07/2018 23:05;Android;Buenos Aires;Merlo;male;18;20;1;0;0;1;1;1
19299;1;285acfc4;03/07/2018 3:12;Android;Entre Rios;Villa Angelica;male;18;20;2;3;0;1;3;0
19300;1;a99374db;02/07/2018 22:02;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;2;18;0;2;2;0
19301;1;bdaa1cd8;30/06/2018 19:46;Android;Buenos Aires;Isidro Casanova;female;18;20;3;7;0;1;1;1
19302;1;a3b637b6;06/07/2018 14:44;Android;Buenos Aires F.D.;Villa del Parque;male;18;20;6;6;0;2;4;1
19303;1;e51f0eef;07/07/2018 23:02;Android;Cordoba;Córdoba;female;18;20;8;10;0;2;5;1
19304;1;e4f2b500;06/07/2018 20:07;Android;Entre Rios;Paraná;female;13;17;14;17;0;3;6;1
19305;1;6b654ed4;04/07/2018 17:26;Android;Buenos Aires;Mar del Plata;female;18;20;39;33;0;8;9;0
19306;1;70bfaffb;07/07/2018 13:34;Android;Buenos Aires;Tandil;female;18;20;15;15;0;1;2;1
19307;1;8db69a40;30/06/2018 13:16;Android;Entre Rios;Villa Angelica;female;13;17;21;10;0;3;7;1
19308;1;1a1da1b5;02/07/2018 14:27;Android;La Rioja;La Rioja;female;18;20;17;17;0;12;4;0
19309;1;9a1cb2ef;03/07/2018 15:20;Android;Cordoba;Córdoba;male;18;20;3;3;0;1;4;1
19310;1;ea3c639a;06/07/2018 14:39;Android;San Juan;San Juan;female;18;20;18;15;0;6;16;1
19311;1;8eb60c62;05/07/2018 3:09;Android;Buenos Aires;Turdera;female;18;20;2;2;0;2;3;0
19312;1;5903d38f;30/06/2018 7:54;Android;Entre Rios;Chajari;female;13;17;44;47;3;11;11;1
19313;1;ca79fb7e;06/07/2018 12:17;Android;Chaco;Resistencia;male;18;20;2;15;0;1;2;1
19314;1;157bdaeb;01/07/2018 18:08;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;0;0;0;5;1;1
19315;1;5bfe0e3f;06/07/2018 4:22;Android;Corrientes;Corrientes;male;13;17;8;13;0;3;2;1
19316;1;1304d167;04/07/2018 18:32;Android;Salta;Salta;male;13;17;44;49;1;4;14;0
19317;1;1569904a;01/07/2018 20:21;Android;Buenos Aires;Paso del Rey;female;13;17;21;14;0;11;8;0
19318;1;109f7106;04/07/2018 17:57;iOS;Buenos Aires;Mar del Plata;female;17;17;10;22;0;3;10;0
19319;1;cbac69d4;01/07/2018 16:18;Android;Buenos Aires;Olivos;female;18;20;2;32;0;3;3;1
19320;1;2,57E+11;03/07/2018 3:30;Android;Misiones;Posadas;male;13;17;3;5;0;1;3;1
19321;1;3e5a8b73;05/07/2018 0:23;Android;Entre Rios;Villa Angelica;female;13;17;7;7;0;6;2;0
19322;1;e50031d9;02/07/2018 15:16;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;45;40;1;6;12;0
19323;1;39e6b02b;05/07/2018 8:47;Android;Buenos Aires;Bahía Blanca;male;18;20;11;28;0;5;6;0
19324;1;b7fa0a74;06/07/2018 22:22;Android;Entre Rios;Villa Angelica;male;18;20;13;19;0;10;1;0
19325;1;8e06923a;07/07/2018 21:29;Android;Cordoba;Córdoba;female;18;20;19;25;0;9;3;0
19326;1;59991c94;06/07/2018 1:49;Android;Buenos Aires;Isidro Casanova;male;13;17;6;13;0;2;2;1
19327;1;828d02b4;07/07/2018 11:19;Android;Santa Fe;Villa Constitucion;female;18;20;3;7;0;1;3;1
19328;1;84e636a;05/07/2018 0:21;Android;Buenos Aires F.D.;NA;male;18;20;2;3;0;1;1;1
19329;1;94b481ec;02/07/2018 12:19;Android;Buenos Aires;Hurlingham;female;13;17;1;1;0;1;1;1
19330;1;c3b5fce;03/07/2018 1:34;Android;Buenos Aires;Cerrito;male;18;20;2;0;0;1;2;1
19331;1;e29cf484;04/07/2018 16:42;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;21;18;0;10;6;0
19332;1;a72e5678;03/07/2018 7:11;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;4;4;0;4;2;0
19333;1;c196eebd;07/07/2018 8:18;Android;Buenos Aires;Mariano Moreno;female;18;20;3;3;0;1;4;1
19334;1;c644533c;02/07/2018 13:59;Android;Buenos Aires;Don Torcuato;female;18;20;22;19;0;2;10;0
19335;1;96d46b00;04/07/2018 2:41;Android;Buenos Aires;Adrogue;female;18;20;35;44;0;5;6;1
19336;1;808ee959;04/07/2018 18:00;Android;Buenos Aires;Bahía Blanca;female;13;17;4;4;1;2;1;1
19337;1;85ef5dfe;03/07/2018 2:26;Android;Buenos Aires F.D.;Floresta;female;13;17;7;4;0;2;3;0
19338;1;5,03E+22;05/07/2018 4:32;Android;Rio Negro;Bariloche;female;18;20;17;15;0;8;7;0
19339;1;46b5e84b;06/07/2018 18:14;Android;Chubut;Esquel;female;13;17;7;5;0;3;2;1
19340;1;72eb98e3;04/07/2018 16:55;Android;NA;NA;female;13;17;36;38;1;16;11;0
19341;1;5e159d3d;02/07/2018 11:09;Android;Buenos Aires F.D.;Floresta;male;18;20;8;8;1;4;1;0
19342;1;4949184a;06/07/2018 21:05;Android;Buenos Aires;Chivilcoy;female;13;17;68;76;2;12;14;0
19343;1;d263dd31;06/07/2018 21:47;Android;Buenos Aires;San Miguel;male;18;20;31;31;1;4;9;0
19344;1;f17349cf;06/07/2018 12:55;Android;Santa Fe;Villa Constitucion;female;13;17;9;14;0;3;6;1
19345;1;d6cb2fb9;07/07/2018 22:19;Android;Cordoba;Córdoba;male;18;20;11;10;0;2;3;0
19346;1;7bb3e17c;06/07/2018 13:09;Android;Buenos Aires;Villa Ballester;female;13;17;20;17;0;6;11;0
19347;1;5c7fdb08;03/07/2018 1:28;iOS;Buenos Aires F.D.;Buenos Aires;female;18;20;14;13;0;4;7;0
19348;1;7a2a53a9;05/07/2018 21:45;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;25;26;0;5;9;0
19349;1;80bc83bd;07/07/2018 15:27;Android;Buenos Aires;Jose Leon Suarez;female;18;20;1;1;0;5;3;0
19350;1;4ddaa9a;01/07/2018 4:06;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;2;2;0;1;0;0
19351;1;e54e3997;07/07/2018 1:14;Android;Buenos Aires;Sarandi;male;13;17;15;13;0;3;3;0
19352;1;9660548e;05/07/2018 1:32;Android;Chaco;Pampa del Indio;female;18;20;5;4;0;3;6;1
19353;1;e71b87cd;03/07/2018 2:21;Android;La Rioja;La Rioja;female;13;17;140;141;8;15;26;0
19354;1;e71371a3;02/07/2018 17:05;Android;Buenos Aires;NA;female;13;17;20;21;1;6;4;0
19355;1;8056aa87;03/07/2018 1:29;Android;Salta;Salta;male;13;17;34;35;9;8;6;0
19356;1;351672aa;07/07/2018 5:26;Android;Tierra del Fuego;Ushuaia;male;18;20;13;15;1;6;3;0
19357;1;a840a6e4;01/07/2018 23:27;Android;Buenos Aires F.D.;NA;female;18;20;1;1;0;2;1;1
19358;1;8c39a3f4;07/07/2018 14:37;Android;Buenos Aires;Saenz Pena;male;13;17;13;14;0;6;8;0
19359;1;f2f5575a;07/07/2018 20:37;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;12;19;0;7;9;0
19360;1;b60ff541;30/06/2018 2:57;Android;Buenos Aires;La Plata;female;18;20;3;3;0;2;4;1
19361;1;34ac6ccd;01/07/2018 1:01;Android;Chaco;Coronel Du Graty;male;13;17;1;2;0;3;2;1
19362;1;7e5a5c96;02/07/2018 11:31;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;4;4;0;3;3;0
19363;1;4107178a;05/07/2018 1:06;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;13;13;2;11;3;0
19364;1;f61697c;05/07/2018 18:18;Android;Santa Fe;Santa Fe;male;18;20;1;1;0;7;1;0
19365;1;85c6e185;05/07/2018 21:19;Android;Santa Fe;Santa Fe;female;18;20;21;23;2;10;3;0
19366;1;ea15cf41;06/07/2018 0:41;Android;Santa Fe;Santo Tome;male;13;17;21;22;2;1;11;0
19367;1;7e90360e;06/07/2018 0:26;Android;Santa Fe;Helvecia;male;18;20;9;10;0;3;3;1
19368;1;880e73bc;04/07/2018 17:40;Android;Entre Rios;Villa Angelica;male;13;17;2;1;0;1;3;0
19369;1;2cfcd4ac;04/07/2018 3:22;Android;Buenos Aires;San Isidro;male;18;20;2;4;0;1;2;0
19370;1;e8e00038;02/07/2018 3:09;Android;Salta;Salta;male;13;17;0;0;0;3;0;1
19371;1;73c2254e;06/07/2018 0:53;iOS;Buenos Aires;General San Martin;female;18;20;5;4;0;3;4;0
19372;1;f8b82aa2;01/07/2018 2:30;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;5;1;0;1;2;1
19373;1;1e790024;04/07/2018 1:04;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;0;0;0;1;0;0
19374;1;70069ad7;07/07/2018 2:08;Android;Cordoba;Córdoba;female;13;17;9;28;0;7;4;0
19375;1;7b12c888;03/07/2018 15:28;Android;Chaco;Resistencia;male;13;17;18;13;0;5;6;0
19376;1;efb0faf8;30/06/2018 0:54;Android;Misiones;Posadas;male;18;20;3;7;0;2;3;1
19377;1;405ce257;06/07/2018 17:19;Android;Buenos Aires;Mariano Moreno;female;13;17;4;6;0;3;4;1
19378;1;f2cb0b45;04/07/2018 16:36;Android;Buenos Aires;Mariano Moreno;female;13;17;1;4;0;1;1;1
19379;1;eb903f80;03/07/2018 17:50;Android;Buenos Aires F.D.;Floresta;female;13;17;11;75;0;2;11;0
19380;1;f77ff492;03/07/2018 3:46;Android;Buenos Aires;Mar del Plata;male;18;20;3;10;0;2;3;0
19381;1;6bad9085;02/07/2018 20:58;Android;Santa Cruz;Pico Truncado;female;18;20;16;15;1;11;6;0
19382;1;38c380e5;07/07/2018 13:38;Android;Cordoba;Canada de Machado;male;13;17;0;1;0;2;1;1
19383;1;9ec35d2d;07/07/2018 9:57;Android;Buenos Aires;Glew;male;18;20;7;9;1;6;3;0
19384;1;e7b54785;02/07/2018 1:46;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;19;21;0;4;4;0
19385;1;e1626781;06/07/2018 19:55;Android;Buenos Aires;Turdera;female;18;20;4;2;0;1;4;1
19386;1;9cf76868;06/07/2018 18:02;Android;Mendoza;Godoy Cruz;female;18;20;17;41;1;3;4;0
19387;1;ee9b5ebb;02/07/2018 0:00;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;4;41;0;1;4;1
19388;1;7a21830;06/07/2018 12:43;Android;Buenos Aires;Bahía Blanca;male;18;20;7;6;0;7;1;0
19389;1;86c5c03c;06/07/2018 9:14;Android;Buenos Aires;Lomas del Mirador;male;13;17;2;2;0;2;2;1
19390;1;599fff63;06/07/2018 16:56;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;7;5;0;1;5;1
19391;1;a8a572ee;07/07/2018 0:49;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;19;19;0;6;3;0
19392;1;d1a5ebc8;06/07/2018 2:17;Android;Catamarca;San Fernando del Valle de Catamarca;female;18;20;13;33;1;7;3;0
19393;1;a3701251;05/07/2018 5:35;Android;Entre Rios;Villa Angelica;female;13;17;4;3;0;1;4;1
19394;1;a369b7a5;07/07/2018 14:32;Android;Buenos Aires;Florencio Varela;male;18;20;5;40;0;3;2;0
19395;1;57efc467;05/07/2018 23:43;Android;Buenos Aires;Maquinista Savio;male;13;17;4;4;0;3;0;1
19396;1;fd016ed9;03/07/2018 22:21;Android;Buenos Aires;Pergamino;male;18;20;4;7;0;4;3;0
19397;1;52c237c1;04/07/2018 4:28;Android;Cordoba;Villa María;female;18;20;2;3;0;1;2;1
19398;1;6b40af87;01/07/2018 17:50;Android;Salta;Salta;male;13;17;10;10;0;3;5;1
19399;1;1c9b003f;01/07/2018 2:37;Android;Cordoba;Córdoba;male;18;20;10;15;1;2;2;1
19400;1;3b18757f;04/07/2018 11:45;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;17;46;0;8;8;0
19401;1;a8e3bd6;07/07/2018 23:30;iOS;Buenos Aires F.D.;Buenos Aires;male;18;20;0;0;0;3;1;0
19402;1;ff727159;30/06/2018 13:00;Android;Buenos Aires F.D.;Parque Patricios;male;18;20;2;3;0;1;2;1
19403;1;9f28b6bc;07/07/2018 17:18;Android;Entre Rios;Villa Angelica;female;18;20;7;10;0;3;8;1
19404;1;57ef4109;01/07/2018 23:17;Android;Buenos Aires;Tigre;female;13;17;4;6;0;2;2;1
19405;1;fedb9cc;01/07/2018 23:52;Android;Neuquen;Neuquén;male;18;20;10;10;2;1;3;1
19406;1;e9f78a34;07/07/2018 18:37;Android;Cordoba;Córdoba;female;18;20;6;5;0;1;3;1
19407;1;7031d413;06/07/2018 4:13;Android;Buenos Aires;Zárate;female;13;17;3;3;1;1;0;0
19408;1;4ad69e41;01/07/2018 16:08;Android;Buenos Aires;San Miguel;male;13;17;9;11;1;1;4;0
19409;1;10db30d6;06/07/2018 22:24;Android;Buenos Aires F.D.;NA;male;13;17;113;120;8;12;30;0
19410;1;6aa5da15;07/07/2018 23:01;Android;Buenos Aires;Pinamar;male;18;20;4;9;0;2;3;1
19411;1;8653182c;04/07/2018 15:41;Android;Santa Fe;Avellaneda;female;13;17;0;0;0;1;1;1
19412;1;3112dcc9;30/06/2018 21:32;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;20;29;0;7;3;1
19413;1;b2428914;04/07/2018 20:04;Android;Buenos Aires;La Plata;female;13;17;32;60;2;12;10;0
19414;1;ef87fcd;01/07/2018 5:01;Android;Buenos Aires;Banfield;female;18;20;3;2;0;1;0;0
19415;1;382e5045;03/07/2018 17:56;Android;Buenos Aires;Azul;male;13;17;3;1;0;1;3;1
19416;1;94e8ec54;02/07/2018 16:41;Android;Buenos Aires;Ezpeleta;female;13;17;6;7;0;2;3;1
19417;1;bc640a5e;05/07/2018 3:57;Android;Rio Negro;Choele Choel;female;18;20;53;51;6;6;7;1
19418;1;31b4ac9d;06/07/2018 10:38;Android;Jujuy;San Salvador de Jujuy;male;18;20;1;4;0;2;1;1
19419;1;ce0e3db4;05/07/2018 0:54;Android;Buenos Aires;Los Polvorines;male;18;20;11;15;0;4;4;1
19420;1;b157d3e7;05/07/2018 17:14;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;8;4;0;2;1;0
19421;1;560230a0;04/07/2018 14:46;Android;Chaco;Resistencia;male;18;20;0;0;0;2;0;1
19422;1;250b2a93;01/07/2018 20:46;Android;Buenos Aires;Florencio Varela;female;18;20;3;4;0;1;3;1
19423;1;20f31fb2;07/07/2018 4:27;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;0;0;0;1;0;1
19424;1;5367c048;02/07/2018 12:53;Android;Buenos Aires;Don Torcuato;male;13;17;34;28;0;16;5;0
19425;1;ea73ed32;06/07/2018 23:50;Android;Buenos Aires;Lomas del Mirador;male;18;20;1;17;0;3;1;0
19426;1;d74932ae;02/07/2018 17:35;Android;Cordoba;Córdoba;male;13;17;4;4;0;6;7;1
19427;1;fcbf6fda;04/07/2018 19:28;Android;Buenos Aires;La Plata;male;18;20;9;48;0;2;4;1
19428;1;688aa25;30/06/2018 3:57;Android;NA;NA;female;18;20;12;19;0;9;12;1
19429;1;63015d06;04/07/2018 1:53;Android;Tucuman;San Miguel de Tucumán;male;13;17;3;5;0;2;3;1
19430;1;98ae2c88;03/07/2018 22:13;Android;Buenos Aires;Bahía Blanca;female;13;17;16;23;1;2;7;0
19431;1;cac0787e;04/07/2018 18:08;Android;Buenos Aires;Arrecifes;female;13;17;39;35;2;11;15;0
19432;1;54894bd4;07/07/2018 16:37;Android;Santiago del Estero;Santiago del Estero;male;13;17;4;27;0;2;4;1
19433;1;c8dec9df;06/07/2018 21:32;Android;Buenos Aires;Lincoln;male;13;17;5;4;0;2;5;1
19434;1;402a1b55;01/07/2018 15:31;Android;Buenos Aires;Hurlingham;female;18;20;11;11;0;3;4;0
19435;1;6ff6b8a1;30/06/2018 15:18;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;2;2;0;2;2;1
19436;1;43339d63;01/07/2018 19:30;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;1;1;0;1;0;1
19437;1;2a421f77;07/07/2018 17:36;Android;Buenos Aires;Ituzaingo;male;18;20;4;4;0;2;3;1
19438;1;55d9deed;30/06/2018 18:52;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;8;8;0;1;1;1
19439;1;7b0d0e34;30/06/2018 16:28;Android;Rio Negro;Cinco Saltos;male;13;17;2;23;0;4;2;1
19440;1;27362b3b;05/07/2018 13:32;Android;Buenos Aires;Lomas del Mirador;female;18;20;0;0;0;1;0;0
19441;1;4d73a8e4;07/07/2018 18:26;Android;Buenos Aires;San Justo;female;18;20;70;61;3;8;14;0
19442;1;4810a93d;04/07/2018 14:58;iOS;NA;NA;male;13;17;5;4;0;3;6;1
19443;1;84aa2394;03/07/2018 17:26;Android;NA;NA;female;13;17;5;5;0;3;5;0
19444;1;daeaf2e;07/07/2018 23:45;Android;Entre Rios;Villa Angelica;female;13;17;17;24;0;2;7;0
19445;1;5a1e5327;06/07/2018 7:13;Android;Santa Cruz;Puerto Deseado;male;18;20;1;0;0;1;1;1
19446;1;d767e06e;07/07/2018 19:11;Android;Entre Rios;Villa Angelica;female;18;20;3;2;0;2;3;1
19447;1;86e5bea3;30/06/2018 22:22;Android;Mendoza;Mendoza;male;18;20;4;5;0;3;2;1
19448;1;63e5d259;05/07/2018 17:07;Android;Buenos Aires;Olivos;male;18;20;1;1;0;2;0;1
19449;1;de0540c7;07/07/2018 19:31;Android;Santa Fe;Santa Fe;male;13;17;2;4;0;3;0;0
19450;1;a556a4a0;30/06/2018 16:28;Android;Buenos Aires;La Plata;female;13;17;19;19;0;5;6;1
19451;1;7ba52aac;04/07/2018 2:55;Android;Catamarca;San Jose;female;18;20;2;9;0;4;2;1
19452;1;934af787;03/07/2018 0:03;Android;Entre Rios;Federal;female;18;20;1;0;0;2;1;1
19453;1;bac2de27;01/07/2018 5:08;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;14;17;0;10;15;0
19454;1;b89ae3b6;05/07/2018 22:31;Android;Buenos Aires;General San Martin;male;13;17;0;0;0;1;1;1
19455;1;663f46f9;04/07/2018 2:03;Android;Cordoba;Río Cuarto;male;13;17;7;8;0;1;7;1
19456;1;8abe3f1e;04/07/2018 20:09;Android;Buenos Aires;Don Torcuato;male;13;17;3;0;0;4;1;1
19457;1;38a75507;02/07/2018 7:28;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;1;15;0;1;1;1
19458;1;cf41e903;06/07/2018 17:20;Android;La Rioja;Chilecito;male;18;20;8;8;6;6;1;0
19459;1;afcb2257;30/06/2018 17:29;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;1;3;0;3;1;1
19460;1;85fddb1e;03/07/2018 15:56;Android;Buenos Aires;Bahía Blanca;male;18;20;21;27;3;12;3;1
19461;1;118e5efd;01/07/2018 1:01;Android;Buenos Aires;Hurlingham;female;13;17;2;17;0;4;2;1
19462;1;79eb895d;30/06/2018 19:11;Android;Santa Fe;Gobernador Galvez;female;18;20;24;22;2;7;4;1
19463;1;a2774c25;07/07/2018 14:35;Android;Corrientes;Corrientes;male;18;20;1;1;0;1;0;1
19464;1;4e0b7208;03/07/2018 21:58;Android;Entre Rios;Villa Angelica;male;18;20;9;13;0;2;11;0
19465;1;c1dd038b;01/07/2018 17:16;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;0;0;0;1;0;0
19466;1;5b34c9a7;04/07/2018 21:24;Android;Cordoba;General Deheza;male;18;20;4;5;0;1;3;0
19467;1;17ebdba9;03/07/2018 15:33;Android;Entre Rios;Villa Angelica;male;18;20;18;21;2;3;4;0
19468;1;eee68953;06/07/2018 23:31;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;5;5;0;4;3;0
19469;1;56101b10;07/07/2018 20:12;Android;Buenos Aires;NA;female;13;17;17;98;0;7;8;0
19470;1;c0ae30aa;05/07/2018 3:03;Android;Cordoba;San Francisco;female;18;20;20;30;0;4;9;1
19471;1;476be060;07/07/2018 21:12;Android;Catamarca;San Fernando del Valle de Catamarca;female;18;20;9;12;0;2;4;1
19472;1;1660c8b7;04/07/2018 15:48;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;22;21;0;9;8;0
19473;1;12d60593;01/07/2018 16:51;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;29;148;2;7;3;0
19474;1;c269fa4;01/07/2018 19:00;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;5;6;0;1;3;1
19475;1;b9be63cb;07/07/2018 0:32;iOS;Buenos Aires F.D.;Villa del Parque;female;18;20;0;4;0;2;0;1
19476;1;b748c844;07/07/2018 20:42;Android;Buenos Aires;Lanus;male;13;17;1;1;0;1;1;1
19477;1;852c3e18;05/07/2018 1:01;Android;Buenos Aires;Lanus;female;13;17;6;7;0;2;6;0
19478;1;9a5e4695;07/07/2018 19:03;iOS;Buenos Aires;Quilmes;female;13;17;3;3;0;1;3;1
19479;1;dde7c9a0;02/07/2018 14:35;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;11;14;0;8;4;0
19480;1;9a26cdb5;03/07/2018 20:23;Android;Salta;Salta;female;13;17;3;4;0;3;4;0
19481;1;d4077c50;03/07/2018 18:09;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;5;6;0;1;5;1
19482;1;13ed0b84;05/07/2018 16:51;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;6;24;0;5;4;0
19483;1;f959c890;07/07/2018 19:04;Android;Cordoba;Córdoba;unknown;18;20;4;4;1;2;1;0
19484;1;b8f4e5a7;06/07/2018 4:36;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;8;16;0;4;3;0
19485;1;e94eedac;07/07/2018 0:00;Android;Salta;Salta;male;13;17;27;38;1;10;1;0
19486;1;a6195a09;03/07/2018 7:22;Android;Buenos Aires;Lanus;male;13;17;1;3;0;1;1;1
19487;1;5404b80;04/07/2018 0:14;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;71;60;1;5;26;0
19488;1;96abc2bc;07/07/2018 0:40;Android;Buenos Aires;General San Martin;female;13;17;2;2;0;2;2;1
19489;1;ee45e151;05/07/2018 17:39;Android;Cordoba;Bell Ville;male;13;17;19;19;0;13;2;0
19490;1;34555bea;05/07/2018 19:41;Android;Buenos Aires;Jose Leon Suarez;male;13;17;20;6;1;5;0;0
19491;1;7da10385;03/07/2018 4:34;Android;Rio Negro;NA;male;18;20;7;7;0;3;5;0
19492;1;c452fe47;05/07/2018 23:15;Android;Cordoba;Córdoba;female;18;20;71;103;5;16;19;0
19493;1;dabc1d3;30/06/2018 1:38;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;25;28;0;11;5;1
19494;1;bf9ce2d1;07/07/2018 2:39;Android;Buenos Aires;San Justo;male;18;20;9;9;0;2;2;0
19495;1;6586e5d2;01/07/2018 22:01;Android;Catamarca;San Fernando del Valle de Catamarca;female;18;20;0;0;0;3;2;0
19496;1;7c15c338;03/07/2018 16:18;iOS;Buenos Aires;General Villegas;female;13;17;0;0;0;1;1;1
19497;1;bebba4cc;01/07/2018 23:04;Android;Cordoba;Córdoba;female;18;20;7;7;0;4;6;0
19498;1;6145b1a9;05/07/2018 12:35;Android;Buenos Aires;Tortuguitas;male;18;20;4;11;0;3;1;0
19499;1;d9e7913b;02/07/2018 2:32;Android;Buenos Aires;Lanus;male;13;17;13;10;0;5;13;0
19500;1;76cbb7d1;01/07/2018 14:00;Android;Buenos Aires;Florencio Varela;male;13;17;5;5;0;4;5;1
19501;1;d78101fa;03/07/2018 2:14;Android;Buenos Aires;Villa Madero;female;13;17;18;20;0;7;11;0
19502;1;954c21bd;07/07/2018 15:56;Android;Buenos Aires;Marcos Paz;male;18;20;13;13;1;8;5;0
19503;1;f5574171;02/07/2018 20:26;Android;Entre Rios;Villa Angelica;male;18;20;2;3;0;1;1;0
19504;1;6a1b918d;07/07/2018 23:42;Android;NA;NA;female;13;17;58;67;3;18;19;0
19505;1;d68324b7;04/07/2018 20:46;Android;Formosa;Formosa;male;18;20;3;4;0;2;3;1
19506;1;beaed999;30/06/2018 3:05;Android;San Juan;San Juan;unknown;18;20;12;36;0;4;9;1
19507;1;ad4389f9;03/07/2018 20:18;Android;Salta;Salta;male;13;17;9;44;0;3;9;1
19508;1;175f42b4;03/07/2018 15:48;Android;Misiones;Puerto Eldorado;male;13;17;60;162;1;12;17;0
19509;1;68e0c955;01/07/2018 21:25;Android;Buenos Aires;Isidro Casanova;male;18;20;34;40;3;6;4;0
19510;1;780c763;03/07/2018 20:55;Android;Buenos Aires;General Alvear;female;18;20;10;8;1;4;2;1
19511;1;c122a67c;01/07/2018 23:24;Android;Entre Rios;Federal;male;18;20;2;1;0;1;2;1
19512;1;33115200;30/06/2018 19:46;Android;Cordoba;Córdoba;male;18;20;13;157;0;7;2;1
19513;1;914a9aec;07/07/2018 0:20;Android;Cordoba;Buchardo;female;13;17;3;4;0;1;3;0
19514;1;edc532f4;30/06/2018 14:43;Android;Misiones;Posadas;female;18;20;23;24;0;10;8;1
19515;1;cae7cc49;06/07/2018 20:07;Android;Entre Rios;Perdices;male;13;17;1;5;0;4;1;1
19516;1;77d70453;02/07/2018 1:21;Android;Buenos Aires F.D.;NA;female;18;20;31;33;0;3;2;1
19517;1;ba3056bf;07/07/2018 15:37;Android;Cordoba;Villa Carlos Paz;male;18;20;3;7;0;1;2;1
19518;1;b18eef94;05/07/2018 0:12;iOS;Santa Fe;Rosario;female;13;17;28;26;2;3;3;0
19519;1;3823ac17;01/07/2018 22:23;Android;Buenos Aires;Grand Bourg;male;13;17;0;0;0;2;1;1
19520;1;45959402;03/07/2018 0:20;Android;Neuquen;Chos Malal;female;13;17;53;36;2;16;4;0
19521;1;44898b98;30/06/2018 22:54;Android;Buenos Aires;Pilar;female;18;20;15;15;0;3;6;1
